customerID,phoneDescription,internetDescription
3577-AMVUX,Phone service,"DSL with device protection, tech support"
0771-WLCLA,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
5628-RKIFK,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
0206-TBWLC,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2937-FTHUR,Phone service with multiple lines,"DSL with online security, streaming movies"
1910-FMXJM,Phone service,Fiber optic with streaming movies
7752-XUSCI,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
4110-PFEUZ,Phone service,Fiber optic
0732-OCQOC,Phone service with multiple lines,None
5168-MSWXT,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
1090-ESELR,Phone service,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
8592-PLTMQ,Phone service with multiple lines,None
5760-WRAHC,Phone service,"DSL with online security, device protection, tech support, streaming movies"
8847-GEOOQ,None,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
0256-LTHVJ,Phone service,Fiber optic with streaming movies
4785-FCIFB,Phone service with multiple lines,None
8313-NDOIA,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
5149-CUZUJ,Phone service,"Fiber optic with online backup, device protection, tech support, streaming tv"
0942-KOWSM,Phone service,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
4237-CLSMM,Phone service,None
1452-VOQCH,Phone service with multiple lines,Fiber optic
4719-UMSIY,Phone service,None
6614-VBEGU,Phone service,"DSL with online backup, streaming tv, streaming movies"
0880-TKATG,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
3811-VBYBZ,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
1480-BKXGA,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2996-XAUVF,None,"DSL with tech support, streaming movies"
9076-AXYIK,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
5968-XQIVE,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
8896-RAZCR,Phone service,None
4640-UHDOS,Phone service,DSL with streaming movies
4933-IKULF,Phone service,None
3583-EKAPL,Phone service,DSL with streaming movies
1304-BCCFO,Phone service,"DSL with device protection, streaming tv, streaming movies"
4104-PVRPS,Phone service,"DSL with online security, tech support"
9399-APLBT,Phone service,Fiber optic with online backup
2359-KMGLI,Phone service with multiple lines,Fiber optic with online backup
3780-DDGSE,Phone service,"DSL with online backup, tech support, streaming tv, streaming movies"
4431-EDMIQ,Phone service,"DSL with online security, online backup, device protection, tech support, streaming tv"
0306-JAELE,Phone service,"Fiber optic with tech support, streaming tv, streaming movies"
6227-HWPWX,Phone service,Fiber optic
0486-LGCCH,Phone service,None
0447-BEMNG,None,"DSL with online security, device protection, streaming movies"
4612-SSVHJ,Phone service,Fiber optic with streaming movies
5168-MQQCA,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
5949-XIKAE,Phone service,"Fiber optic with online backup, streaming tv"
7971-HLVXI,Phone service with multiple lines,Fiber optic with streaming movies
9094-AZPHK,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
3649-JPUGY,Phone service with multiple lines,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
4472-LVYGI,None,"DSL with online security, device protection, tech support, streaming tv"
8372-JUXUI,Phone service with multiple lines,Fiber optic
3552-CTCYF,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
6778-YSNIH,Phone service,"DSL with online backup, streaming tv"
0388-EOPEX,Phone service,Fiber optic with online security
5756-OZRIO,Phone service with multiple lines,"DSL with online backup, streaming movies"
6579-JPICP,Phone service,None
8205-OTCHB,None,"DSL with online backup, device protection, streaming movies"
4134-BSXLX,Phone service,"DSL with online security, online backup, tech support"
0505-SPOOW,Phone service,None
6235-VDHOM,None,DSL with online backup
7783-YKGDV,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming movies"
4374-YMUSQ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
4513-CXYIX,Phone service with multiple lines,Fiber optic with online security
3957-HHLMR,Phone service with multiple lines,"DSL with online security, streaming movies"
7803-XOCCZ,Phone service,"Fiber optic with online security, device protection, tech support"
5736-YEJAX,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv"
5609-CEBID,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming movies"
8981-FJGLA,Phone service with multiple lines,Fiber optic with device protection
7218-HKQFK,Phone service,"Fiber optic with tech support, streaming tv, streaming movies"
4636-QRJKY,Phone service with multiple lines,Fiber optic with tech support
1135-LMECX,Phone service,None
4332-MUOEZ,Phone service,"Fiber optic with online security, device protection, tech support, streaming movies"
8535-SFUTN,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming tv, streaming movies"
5956-VKDTT,Phone service with multiple lines,Fiber optic
8677-HDZEE,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
2475-MROZF,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support"
9412-GHEEC,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
3482-ABPKK,Phone service,"DSL with online security, tech support"
6705-LXORM,Phone service,Fiber optic
0257-ZESQC,Phone service,Fiber optic with online security
7531-GQHME,Phone service,None
5174-ITUMV,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
4109-CYRBD,Phone service with multiple lines,DSL
0913-XWSCN,Phone service with multiple lines,Fiber optic with streaming movies
6825-UYPFK,Phone service with multiple lines,Fiber optic
8397-MVTAZ,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
0750-EBAIU,Phone service,"Fiber optic with online security, device protection, streaming tv"
8606-CIQUL,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3571-DPYUH,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv"
7601-GNDYK,Phone service,None
0356-OBMAC,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv"
8067-NIOYM,Phone service,None
1403-GYAFU,Phone service,None
4234-XTNEA,Phone service,Fiber optic with streaming tv
1297-VQDRP,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
9282-IZGQK,Phone service with multiple lines,Fiber optic with streaming movies
5348-CAGXB,Phone service with multiple lines,"Fiber optic with device protection, streaming tv"
0621-HJWXJ,Phone service with multiple lines,Fiber optic with online backup
5844-QVTAT,Phone service,"DSL with online security, online backup, device protection"
8905-IAZPF,Phone service,"Fiber optic with online backup, streaming tv, streaming movies"
5394-MEITZ,Phone service,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
6859-QNXIQ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2782-LFZVW,Phone service with multiple lines,DSL with streaming movies
2866-IKBTM,Phone service,None
1342-JPNKI,Phone service with multiple lines,Fiber optic with streaming tv
2817-NTQDO,None,"DSL with online security, tech support, streaming tv"
7129-AZJDE,Phone service,Fiber optic with streaming movies
6986-IJDHX,Phone service,"Fiber optic with online backup, streaming tv"
2560-PPCHE,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
4676-MQUEA,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv"
8138-EALND,Phone service,None
3580-HYCSP,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
1352-HNSAW,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2075-PUEPR,Phone service,None
1982-FEBTD,Phone service with multiple lines,None
5301-GAUUY,Phone service with multiple lines,Fiber optic with online backup
5791-KAJFD,Phone service with multiple lines,"DSL with online security, device protection, streaming movies"
2654-VBVPB,Phone service,None
1154-HYWWO,Phone service,"DSL with online security, online backup, tech support, streaming tv"
2501-XWWTZ,Phone service,Fiber optic
3716-UVSPD,Phone service,DSL with tech support
6815-ABQFQ,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
7343-EOBEU,Phone service with multiple lines,None
3701-SFMUH,Phone service,"DSL with online security, streaming tv, streaming movies"
6103-LIANB,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
7319-VENRZ,Phone service,"DSL with device protection, tech support, streaming tv"
5846-NEQVZ,Phone service,"DSL with online security, device protection, tech support, streaming movies"
6967-QIQRV,Phone service,"Fiber optic with online security, tech support, streaming tv, streaming movies"
5781-RFZRP,Phone service with multiple lines,"DSL with online security, online backup, tech support, streaming tv"
0939-YAPAF,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
