customerID,subscriptionDescription,contractDescription,TotalCharges
7605-BDWDC,Is subscribed for 31 months at a monthly cost of 49.85,Two year Bank transfer (automatic) paperless billing,1520.1
1950-KSVVJ,Is subscribed for 45 months at a monthly cost of 113.3,One year Mailed check,5032.25
0123-CRBRT,Is subscribed for 61 months at a monthly cost of 88.1,Two year Mailed check,5526.75
6292-TOSSS,Is subscribed for 50 months at a monthly cost of 24.9,Two year Bank transfer (automatic),1195.25
3197-ARFOY,Is subscribed for 19 months at a monthly cost of 105.0,Month-to-month Mailed check paperless billing,2007.25
6323-AYBRX,Was subscribed for 59 months at a monthly cost of 19.35,Two year Mailed check,1099.6
7014-ZZXAW,Is subscribed for 71 months at a monthly cost of 24.25,Two year Credit card (automatic) paperless billing,1732.95
4385-GZQXV,Was subscribed for 16 months at a monthly cost of 94.45,Month-to-month Electronic check paperless billing,1511.2
7633-MVPUY,Is subscribed for 57 months at a monthly cost of 59.75,Two year Electronic check paperless billing,3450.15
6366-ZGQGL,Was subscribed for 1 months at a monthly cost of 24.8,Month-to-month Bank transfer (automatic),24.8
4716-HHKQH,Is subscribed for 20 months at a monthly cost of 107.05,Month-to-month Electronic check,2172.05
5940-AHUHD,Was subscribed for 1 months at a monthly cost of 70.6,Month-to-month Mailed check,70.6
6432-TWQLB,Was subscribed for 5 months at a monthly cost of 85.4,Month-to-month Electronic check paperless billing,401.1
4484-GLZOU,Was subscribed for 52 months at a monthly cost of 105.05,Month-to-month Electronic check paperless billing,5624.85
3179-GBRWV,Is subscribed for 21 months at a monthly cost of 64.95,Month-to-month Bank transfer (automatic) paperless billing,1339.8
8645-KWHJO,Is subscribed for 14 months at a monthly cost of 55.0,Month-to-month Electronic check paperless billing,771.95
4130-MZLCC,Is subscribed for 5 months at a monthly cost of 50.55,Month-to-month Bank transfer (automatic),244.75
0314-TKOSI,Is subscribed for 6 months at a monthly cost of 55.15,Month-to-month Mailed check,322.9
8229-MYEJZ,Is subscribed for 10 months at a monthly cost of 51.2,Month-to-month Electronic check,498.25
2080-SRCDE,Is subscribed for 1 months at a monthly cost of 25.4,Month-to-month Mailed check,25.4
9577-WJVCQ,Is subscribed for 68 months at a monthly cost of 54.45,Month-to-month Mailed check,3687.75
9512-UIBFX,Was subscribed for 18 months at a monthly cost of 95.15,Month-to-month Mailed check,1779.95
6202-DYYFX,Is subscribed for 22 months at a monthly cost of 76.0,One year Credit card (automatic) paperless billing,1783.6
3808-HFKDE,Is subscribed for 20 months at a monthly cost of 44.35,Month-to-month Electronic check paperless billing,927.15
5583-SXDAG,Was subscribed for 1 months at a monthly cost of 70.0,Month-to-month Electronic check,70
3488-PGMQJ,Was subscribed for 8 months at a monthly cost of 74.5,Month-to-month Electronic check paperless billing,606.55
3580-REOAC,Was subscribed for 10 months at a monthly cost of 44.85,Month-to-month Credit card (automatic) paperless billing,435.4
7534-BFESC,Was subscribed for 24 months at a monthly cost of 76.1,Month-to-month Electronic check paperless billing,1712.7
3727-OWVYD,Is subscribed for 35 months at a monthly cost of 61.2,One year Mailed check,2021.2
2294-SALNE,Is subscribed for 23 months at a monthly cost of 86.8,One year Mailed check,1940.8
4847-TAJYI,Is subscribed for 6 months at a monthly cost of 89.35,Month-to-month Electronic check paperless billing,567.8
1563-IWQEX,Is subscribed for 12 months at a monthly cost of 19.7,Month-to-month Mailed check,220.35
8203-XJZRC,Is subscribed for 1 months at a monthly cost of 20.25,Month-to-month Mailed check,20.25
6556-DBKZF,Is subscribed for 71 months at a monthly cost of 76.05,Two year Electronic check,5436.45
6851-WEFYX,Is subscribed for 35 months at a monthly cost of 100.8,Month-to-month Electronic check paperless billing,3437.5
2985-JUUBZ,Is subscribed for 40 months at a monthly cost of 74.55,Month-to-month Electronic check paperless billing,3015.75
6390-DSAZX,Was subscribed for 1 months at a monthly cost of 73.6,Month-to-month Mailed check paperless billing,73.6
0895-LMRSF,Is subscribed for 23 months at a monthly cost of 64.9,One year Bank transfer (automatic) paperless billing,1509.8
8098-LLAZX,Was subscribed for 4 months at a monthly cost of 95.45,Month-to-month Electronic check paperless billing,396.1
8266-VBFQL,Is subscribed for 4 months at a monthly cost of 90.4,Month-to-month Electronic check paperless billing,356.65
8181-YHCMF,Is subscribed for 68 months at a monthly cost of 60.3,Two year Credit card (automatic),4109
2240-HSJQD,Is subscribed for 38 months at a monthly cost of 81.85,Month-to-month Mailed check paperless billing,3141.7
1248-DYXUB,Is subscribed for 52 months at a monthly cost of 24.8,Two year Mailed check,1229.1
0265-EDXBD,Was subscribed for 32 months at a monthly cost of 74.9,Month-to-month Electronic check paperless billing,2303.35
4115-BNPJY,Is subscribed for 29 months at a monthly cost of 75.55,Two year Mailed check,2054.4
3167-SNQPL,Is subscribed for 38 months at a monthly cost of 101.15,Month-to-month Electronic check,3741.85
4091-TVOCN,Is subscribed for 48 months at a monthly cost of 78.75,One year Credit card (automatic) paperless billing,3682.45
1098-TDVUQ,Is subscribed for 1 months at a monthly cost of 19.25,Month-to-month Bank transfer (automatic) paperless billing,19.25
7277-OZCGZ,Is subscribed for 22 months at a monthly cost of 89.05,Month-to-month Electronic check paperless billing,1886.25
1557-EMYVT,Is subscribed for 43 months at a monthly cost of 115.05,Two year Credit card (automatic),4895.1
2799-ARNLO,Is subscribed for 5 months at a monthly cost of 69.35,Month-to-month Electronic check paperless billing,341.6
7563-BIUPC,Was subscribed for 5 months at a monthly cost of 80.6,Month-to-month Electronic check paperless billing,415.55
5027-YOCXN,Is subscribed for 51 months at a monthly cost of 110.05,One year Credit card (automatic),5686.4
3973-SKMLN,Is subscribed for 71 months at a monthly cost of 19.9,Two year Credit card (automatic) paperless billing,1355.1
2321-OMBXY,Was subscribed for 38 months at a monthly cost of 80.3,One year Credit card (automatic),3058.65
2840-XANRC,Was subscribed for 24 months at a monthly cost of 93.15,Month-to-month Electronic check paperless billing,2231.05
6745-JEFZB,Is subscribed for 35 months at a monthly cost of 91.5,Month-to-month Credit card (automatic) paperless billing,3236.35
5020-ZSTTY,Was subscribed for 54 months at a monthly cost of 82.45,One year Bank transfer (automatic),4350.1
9880-TDQAC,Is subscribed for 72 months at a monthly cost of 60.0,Two year Electronic check paperless billing,4264
8705-WZCYL,Is subscribed for 1 months at a monthly cost of 44.8,Month-to-month Electronic check paperless billing,44.8
7102-JJVTX,Is subscribed for 9 months at a monthly cost of 48.6,One year Mailed check,422.3
8626-PTQGE,Is subscribed for 69 months at a monthly cost of 60.05,Two year Bank transfer (automatic) paperless billing,4176.7
4983-CLMLV,Is subscribed for 52 months at a monthly cost of 102.7,Month-to-month Credit card (automatic) paperless billing,5138.1
5701-YVSVF,Is subscribed for 11 months at a monthly cost of 82.9,Month-to-month Electronic check paperless billing,880.05
5804-LEPIM,Was subscribed for 2 months at a monthly cost of 70.35,Month-to-month Electronic check paperless billing,139.05
5697-GOMBF,Is subscribed for 28 months at a monthly cost of 35.9,Month-to-month Electronic check paperless billing,973.65
2739-CACDQ,Is subscribed for 17 months at a monthly cost of 82.65,Month-to-month Credit card (automatic) paperless billing,1470.05
9385-EHGDO,Is subscribed for 35 months at a monthly cost of 19.85,Two year Mailed check paperless billing,739.35
9498-FIMXL,Is subscribed for 8 months at a monthly cost of 19.2,One year Mailed check paperless billing,161.95
2379-GYFLQ,Is subscribed for 46 months at a monthly cost of 94.9,One year Credit card (automatic) paperless billing,4422.95
0122-OAHPZ,Was subscribed for 7 months at a monthly cost of 73.85,Month-to-month Electronic check paperless billing,511.25
2868-SNELZ,Was subscribed for 2 months at a monthly cost of 80.6,Month-to-month Mailed check,155.8
4322-RCYMT,Was subscribed for 68 months at a monthly cost of 75.8,One year Bank transfer (automatic) paperless billing,5293.95
6680-NENYN,Was subscribed for 43 months at a monthly cost of 104.6,Two year Electronic check paperless billing,4759.85
2088-IEBAU,Is subscribed for 68 months at a monthly cost of 88.15,Two year Electronic check paperless billing,6148.45
7982-VCELR,Is subscribed for 36 months at a monthly cost of 94.8,Month-to-month Credit card (automatic) paperless billing,3565.65
1343-EHPYB,Was subscribed for 63 months at a monthly cost of 103.4,Month-to-month Electronic check paperless billing,6603
6035-BXTTY,Is subscribed for 32 months at a monthly cost of 54.65,Month-to-month Bank transfer (automatic),1830.1
6885-PKOAM,Is subscribed for 71 months at a monthly cost of 85.75,Two year Credit card (automatic),6223.8
7520-HQWJU,Is subscribed for 66 months at a monthly cost of 67.45,Month-to-month Bank transfer (automatic) paperless billing,4508.65
9639-BUJXT,Is subscribed for 63 months at a monthly cost of 20.5,One year Mailed check,1328.15
5924-SNGKP,Is subscribed for 41 months at a monthly cost of 20.25,One year Credit card (automatic) paperless billing,865
0021-IKXGC,Is subscribed for 1 months at a monthly cost of 72.1,Month-to-month Electronic check paperless billing,72.1
2034-GDRCN,Was subscribed for 2 months at a monthly cost of 90.4,Month-to-month Electronic check paperless billing,168.2
8966-SNIZF,Is subscribed for 70 months at a monthly cost of 19.45,Two year Bank transfer (automatic),1303.5
6243-OZGFH,Is subscribed for 23 months at a monthly cost of 44.95,Month-to-month Electronic check paperless billing,996.85
4654-DLAMQ,Is subscribed for 64 months at a monthly cost of 97.0,One year Bank transfer (automatic),6430.9
0513-RBGPE,Is subscribed for 37 months at a monthly cost of 62.8,Two year Credit card (automatic) paperless billing,2278.75
5160-UXJED,Is subscribed for 17 months at a monthly cost of 44.6,One year Mailed check,681.4
4115-NZRKS,Is subscribed for 7 months at a monthly cost of 89.15,Month-to-month Electronic check paperless billing,574.35
0219-YTZUE,Was subscribed for 4 months at a monthly cost of 84.8,Month-to-month Bank transfer (automatic) paperless billing,371.9
0623-IIHUG,Was subscribed for 21 months at a monthly cost of 41.9,Month-to-month Electronic check paperless billing,840.1
4572-DVCGN,Was subscribed for 10 months at a monthly cost of 80.25,Month-to-month Bank transfer (automatic) paperless billing,846
3351-NGXYI,Is subscribed for 16 months at a monthly cost of 54.1,Month-to-month Electronic check paperless billing,889
8984-EYLLL,Is subscribed for 64 months at a monthly cost of 105.25,Two year Electronic check paperless billing,6823.4
9057-MSWCO,Was subscribed for 27 months at a monthly cost of 30.75,Month-to-month Credit card (automatic),805.1
9833-TGFHX,Is subscribed for 42 months at a monthly cost of 97.1,One year Electronic check,4016.75
9294-TDIPC,Is subscribed for 5 months at a monthly cost of 20.2,Month-to-month Mailed check,83.75
5229-DTFYB,Is subscribed for 41 months at a monthly cost of 98.8,Two year Bank transfer (automatic) paperless billing,3959.15
0104-PPXDV,Is subscribed for 58 months at a monthly cost of 50.3,One year Credit card (automatic),2878.55
5176-LMJXE,Is subscribed for 47 months at a monthly cost of 20.55,Two year Mailed check paperless billing,945.7
3583-KRKMD,Is subscribed for 18 months at a monthly cost of 75.9,Month-to-month Bank transfer (automatic) paperless billing,1373.05
1010-DIAUQ,Was subscribed for 5 months at a monthly cost of 96.5,Month-to-month Bank transfer (automatic),492.55
9069-LGEUL,Is subscribed for 23 months at a monthly cost of 59.95,Month-to-month Bank transfer (automatic) paperless billing,1406
7302-ZHMHP,Is subscribed for 1 months at a monthly cost of 19.15,Month-to-month Mailed check,19.15
9571-EDEBV,Is subscribed for 71 months at a monthly cost of 98.65,One year Credit card (automatic) paperless billing,6962.85
3520-FJGCV,Is subscribed for 72 months at a monthly cost of 112.6,Two year Credit card (automatic) paperless billing,8126.65
6563-VRERX,Is subscribed for 33 months at a monthly cost of 20.6,One year Mailed check,690.25
0259-GBZSH,Was subscribed for 2 months at a monthly cost of 85.65,Month-to-month Electronic check paperless billing,181.5
6122-EFVKN,Is subscribed for 24 months at a monthly cost of 35.75,Two year Mailed check,830.8
2805-EDJPQ,Is subscribed for 56 months at a monthly cost of 99.75,One year Credit card (automatic) paperless billing,5608.4
6862-CQUMB,Is subscribed for 37 months at a monthly cost of 96.1,Month-to-month Credit card (automatic) paperless billing,3646.8
7156-MXBJE,Is subscribed for 43 months at a monthly cost of 85.1,One year Credit card (automatic),3662.25
6158-HDPXZ,Is subscribed for 1 months at a monthly cost of 25.35,Month-to-month Mailed check,25.35
9601-BRXPO,Was subscribed for 25 months at a monthly cost of 104.95,Month-to-month Bank transfer (automatic) paperless billing,2566.5
2863-IMQDR,Is subscribed for 61 months at a monthly cost of 89.65,Two year Electronic check,5308.7
5686-CMAWK,Is subscribed for 17 months at a monthly cost of 86.75,One year Electronic check,1410.25
5651-CRHKQ,Is subscribed for 41 months at a monthly cost of 86.2,One year Bank transfer (automatic) paperless billing,3339.05
6905-NIQIN,Was subscribed for 1 months at a monthly cost of 50.65,Month-to-month Mailed check,50.65
8204-YJCLA,Is subscribed for 72 months at a monthly cost of 64.8,Two year Bank transfer (automatic) paperless billing,4732.35
5167-ZFFMM,Was subscribed for 1 months at a monthly cost of 90.85,Month-to-month Credit card (automatic) paperless billing,90.85
6583-SZVGP,Is subscribed for 48 months at a monthly cost of 108.1,Two year Bank transfer (automatic) paperless billing,5067.45
4895-TMWIR,Was subscribed for 11 months at a monthly cost of 19.95,Month-to-month Mailed check,214.75
0533-BNWKF,Was subscribed for 55 months at a monthly cost of 85.45,Month-to-month Electronic check paperless billing,4874.7
1708-PBBOA,Is subscribed for 42 months at a monthly cost of 54.75,One year Electronic check paperless billing,2348.45
8782-LKFPK,Is subscribed for 44 months at a monthly cost of 90.4,Month-to-month Mailed check paperless billing,4063
5522-JBWMO,Is subscribed for 1 months at a monthly cost of 44.0,Month-to-month Electronic check,44
3597-MVHJT,Is subscribed for 27 months at a monthly cost of 95.6,Month-to-month Bank transfer (automatic) paperless billing,2595.25
