customerID,customerDescription
5393-HJZSM,Female with partner and dependents
7074-IEVOJ,Female senior
9625-QSTYE,Female
0862-PRCBS,Female with partner and dependents
8812-ZRHFP,Female with partner and dependents
5146-CBVOE,Female
0454-OKRCT,Male
5787-KXGIY,Male with partner
4750-ZRXIU,Female senior
4198-VFOEA,Female
6630-UJZMY,Female senior with partner
5709-LVOEQ,Female with partner and dependents
6400-BWQKW,Female
2692-AQCPF,Female with partner
0347-UBKUZ,Female
0835-DUUIQ,Female with dependents
0811-GSDTP,Female with dependents
7567-ECMCM,Male
6115-ZTBFQ,Female with partner
6353-BRMMA,Female with partner and dependents
6680-WKXRZ,Female
6231-WFGFH,Male with partner and dependents
9904-EHEVJ,Female senior with partner and dependents
7028-DVOIQ,Male senior
6169-PPETC,Male with partner and dependents
4208-UFFGW,Male senior
8584-KMVXD,Female
8467-WYNSR,Male
0851-DFJKB,Female
5382-SOYZL,Male
9448-REEVD,Male with partner
3261-CQXOL,Female with partner and dependents
8388-FYNPZ,Male
4002-BQWPQ,Male
5651-YLPRD,Female with partner and dependents
2826-DXLQO,Male senior with partner
4378-BZYFP,Male
9489-UTFKA,Male senior with partner
4849-PYRLQ,Female senior
9117-SHLZX,Male
9889-TMAHG,Male senior
4541-RMRLG,Male
7764-BDPEE,Male with dependents
3429-IFLEM,Female
3158-MOERK,Female
7294-TMAOP,Female
5002-GCQFH,Male with partner
0556-FJEGU,Male
8919-FYFQZ,Male senior with partner
0604-THJFP,Female with partner and dependents
2834-JRTUA,Male
5875-YPQFJ,Male
5879-SESNB,Female
6646-QVXLR,Male senior with partner
6461-PPAXN,Female with partner and dependents
3318-ISQFQ,Female
1106-HRLKZ,Male with partner and dependents
2483-XSSMZ,Female
8603-IJWDN,Male
8165-ZJRNM,Female with partner and dependents
9369-XFEHK,Female senior with partner
2604-XVDAM,Female
3717-OFRTN,Male
9046-JBFWA,Male with dependents
3280-NMUVX,Male with partner and dependents
1206-EHBDD,Female with partner
8361-LBRDI,Female
4883-KCPZJ,Female with partner and dependents
9108-EQPNQ,Female with partner and dependents
7277-KAMWT,Male
3842-IYKUE,Female
6641-XRPSU,Female
1374-DMZUI,Female senior
2545-LXYVJ,Male with partner
3234-VKACU,Male
8357-EQXFO,Female and uncertain dependents
1989-PRJHP,Male senior with partner
8120-JDCAM,Male with partner and dependents
8917-FAEMR,Female
7047-YXDMZ,Male
2858-EIMXH,Female senior with partner
9524-EGPJC,Female
6993-OHLXR,Female
8818-XYFCQ,Male with partner and dependents
6419-ZTTLE,Male senior with partner
0929-HYQEW,Male
6614-YOLAC,Female with partner and dependents
7426-RHZGU,Male
4065-JJAVA,Female
4695-VADHF,Male with partner and dependents
3863-IUBJR,Male with partner and dependents
7649-SIJJF,Male with partner
9361-YNQWJ,Female
3748-FVMZZ,Male
9391-TTOYH,Female
1452-XRSJV,Female with partner and dependents
3422-WJOYD,Male with partner
8242-SOQUO,Female senior
7460-ITWWP,Female senior with partner
7147-AYBAA,Male
7868-TMWMZ,Female senior with partner
4822-RVYBB,Male senior
6732-FZUGP,Female
8436-BJUMM,Male with partner and dependents
4184-TJFAN,Female senior with partner and dependents
8329-GWVPJ,Female with partner and dependents
1352-VHKAJ,Male with partner and dependents
4145-UQXUQ,Female senior
2632-TACXW,Female with partner
8146-QQKZH,Female with partner
1767-CJKBA,Male
6445-TNRXS,Male with partner and dependents
4581-LNWUM,Female
4869-EPIUS,Male with partner
9948-YPTDG,Male with partner
1236-WFCDV,Male senior
1915-OAKWD,Female with dependents
7296-PIXQY,Female with partner and dependents
4883-QICIH,Male with partner and dependents
3354-OADJP,Female
3524-WQDSG,Female with partner and dependents
0810-DHDBD,Female
4026-SKKHW,Male
2829-HYVZP,Male
8329-IBCTI,Female
1271-SJBGZ,Male senior
3845-JHAMY,Female with partner and dependents
7013-PSXHK,Female
5669-SRAIP,Female
5981-ITEMU,Male with partner
3486-NPGST,Female
6941-PMGEP,Female
1624-WOIWJ,Female
2074-GKOWZ,Male with partner and dependents
0376-YMCJC,Male
6100-FJZDG,Male with partner and dependents
4829-ZLJTK,Female senior with partner
1730-VFMWO,Female with partner
7143-BQIBA,Male
3800-LYTRK,Female
0634-SZPQA,Female
9646-NMHXE,Male with partner
7030-NJVDP,Male with partner
5536-RTPWK,Male with partner
8883-GRDWQ,Male senior
6166-ILMNY,Female
3097-NNSPB,Female
7771-ZONAT,Male
0655-RBDUG,Male
2111-DWYHN,Male
4194-WHFCB,Female with partner and dependents
4121-AGSIN,Female with partner and dependents
4361-BKAXE,Female
9845-PEEKO,Female senior
0455-XFASS,Female with partner and dependents
0301-KOBTQ,Male
1751-NCDLI,Male senior with partner
4367-NUYAO,Male with partner and dependents
9878-TNQGW,Male
9170-ARBTB,Female with partner and dependents
4441-NIHPT,Female senior
8999-BOHSE,Female senior
7241-AJHFS,Male
7029-RPUAV,Male senior with partner
4546-FOKWR,Female
9036-CSKBW,Female
5832-TRLPB,Male
8590-YFFQO,Male with partner
8659-IOOPU,Female with partner and dependents
1338-CECEE,Male with partner and dependents
7439-DKZTW,Male
4646-QZXTF,Female with partner
4607-CHPCA,Male with partner and dependents
9742-XOKTS,Male with partner and dependents
6921-OZMFH,Male with partner and dependents
9578-FOMUK,Male with dependents
4712-UYOOI,Female with partner and dependents
8824-RWFXJ,Male with partner and dependents
7722-CVFXN,Male with partner and dependents
8717-VCTXJ,Male
7363-QTBIW,Female with partner
4159-NAAIX,Female
0971-QIFJK,Female with partner
9397-TZSHA,Female
3391-JSQEW,Male with partner
0343-QLUZP,Male
9763-PDTKK,Female
2176-LVPNX,Female senior
7627-JKIAZ,Female with partner
3312-UUMZW,Male with partner
1271-UODNO,Male
8461-EFQYM,Female
6900-RBKER,Male
6891-JPYFF,Female with partner and dependents
1459-QNFQT,Male with partner and dependents
1047-NNCBF,Male
3696-XRIEN,Female
4081-DYXAV,Female
0074-HDKDG,Male with partner and dependents
8791-GFXLZ,Male
8111-SLLHI,Male senior with partner
0927-LCSMG,Male
9330-DHBFL,Female with partner and dependents
0098-BOWSO,Male
3452-ABWRL,Male senior
5859-HZYLF,Male with partner and dependents
8257-RZAHR,Female with partner
5293-WXJAK,Female senior with partner
3156-QLHBO,Male with dependents
2208-NQBCT,Female with partner and dependents
1779-PWPMG,Female senior with partner
6621-NRZAK,Female with partner and dependents
0831-JNISG,Male with partner and dependents
0774-IFUVM,Male with partner and dependents
3082-WQRVY,Male senior with partner
9553-DLCLU,Female with dependents
1641-BYBTK,Male with dependents
2460-NGXBJ,Male senior with partner and dependents
2446-ZKVAF,Male with partner
0841-NULXI,Male
3522-CDKHF,Female with partner
1430-SFQSA,Male
0411-EZJZE,Female
7851-WZEKY,Female
8844-TONUD,Male with partner and dependents
8807-ARQET,Female
8992-CEUEN,Female
4320-QMLLA,Male
8777-PVYGU,Female with partner
8292-ITGYJ,Female with partner and dependents
6870-ZWMNX,Male with partner
0621-CXBKL,Female
5268-DSMNQ,Female senior with partner
5334-JLAXU,Female with partner
4086-YQSNZ,Female senior with partner
6242-MBHPK,Female senior with partner
5868-CZJDR,Male with dependents
9359-UGBTK,Female
0135-NMXAP,Female
4782-OSFXZ,Female senior with partner
6479-OAUSD,Male
7129-ACFOG,Female
4189-NAKJS,Male
5562-BETPV,Male with partner and dependents
1282-IHQAC,Male senior
9127-FHJBZ,Male with partner and dependents
6270-OMFIW,Male with partner
1641-RQDAY,Female senior with partner and dependents
0107-WESLM,Male
6994-ORCWG,Female
1346-UFHAX,Female
3992-YWPKO,Female
2933-XEUJM,Female
0125-LZQXK,Male
5461-QKNTN,Male senior with partner
4835-YSJMR,Male
8399-YNDCH,Male senior
3164-YAXFY,Male
0887-WBJVH,Female with partner
4660-IRIBM,Male with partner and dependents
5673-FSSMF,Female
7670-ZBPOQ,Female with partner
8089-UZWLX,Female senior
0080-OROZO,Female
3916-NRPAP,Male
6807-SIWJI,Male
8221-HVAYI,Male with partner and dependents
1579-KLYDT,Male
5232-NXPAY,Female
8967-SZQAS,Female
4468-KAZHE,Female senior with partner
0455-ENTCR,Male with partner
8944-AILEF,Male with partner
5542-NKVRU,Female
7126-RBHSD,Female with partner
5370-IIVVL,Male
6789-HJBWG,Female
3927-NLNRY,Male with partner
9087-EYCPR,Female
6791-YBNAK,Male with partner and dependents
6358-LYNGM,Male
6077-BDPXA,Female
0013-MHZWF,Female with dependents
5494-HECPR,Female
8268-YDIXR,Male with partner
9824-BEMCV,Male with partner and dependents
1373-ORVIZ,Female with partner and dependents
4291-SHSBH,Male
6980-IMXXE,Female with partner and dependents
9866-QEVEE,Male
9897-KXHCM,Female with partner and dependents
0040-HALCW,Male with partner and dependents
0784-GTUUK,Male with partner
7979-CORPM,Male
2294-DMMUS,Female with partner and dependents
0872-JCPIB,Male
3055-MJDSB,Male
9091-WTUUY,Male with partner and dependents
1618-CFHME,Female
3165-HDOEW,Male with partner and dependents
6581-NQCBA,Female with partner
7115-IRDHS,Female with partner
8496-DMZUK,Male
2040-VZIKE,Female with partner
9068-VPWQQ,Male with partner
0178-SZBHO,Male with partner and dependents
0384-RVBPI,Male
1689-MRZQR,Male with partner and dependents
1299-AURJA,Female with partner and dependents
4525-VZCZG,Male with dependents
1543-LLLFT,Male senior with partner
5835-BEQEU,Male
2788-CJQAQ,Male
5565-FILXA,Female senior
0319-QZTCO,Female with partner and dependents
2120-SMPEX,Male
0096-FCPUF,Male
0668-OGMHD,Female with partner
5552-ZNFSJ,Male
2223-KAGMX,Female
6507-ZJSUR,Male senior with partner
9408-HRXRK,Female with partner and dependents
5593-SUAOO,Female with partner and dependents
7321-PKUYW,Female
2833-SLKDQ,Male
6766-HFKLA,Female with partner
7595-EUIVN,Female
7617-EYGLW,Male
2026-TGDHM,Female
9220-ZNKJI,Female senior with partner
4030-VPZBD,Female
2226-ICFDO,Female with partner and dependents
0723-VSOBE,Female senior
5529-GIBVH,Female
4187-CINZD,Female senior
9992-UJOEL,Male
4741-WWJQZ,Female with partner
6625-UTXEW,Female with partner
6818-WOBHJ,Female senior with partner
6244-BESBM,Male with partner and dependents
1004-NOZNR,Male senior with dependents
1251-STYSZ,Female senior
2612-PHGOX,Male with partner
2408-TZMJL,Male with partner
8480-PPONV,Male with partner and dependents
8780-IHCRN,Male with partner and dependents
4598-ZADCK,Female
1257-SXUXQ,Male with partner and dependents
9681-KYGYB,Male senior with partner
7182-OVLBJ,Female with partner and dependents
5095-ETBRJ,Female with partner
7005-CYUIL,Female senior with partner
4821-WQOYN,Female with partner and dependents
4730-AWNAU,Male with partner and dependents
3452-FLHYD,Male with partner
2388-LAESQ,Female senior with partner
9531-NSBMR,Female
6260-ONULR,Male
4389-UEFCZ,Female with partner
8711-LOBKY,Male with partner and dependents
9134-CEQMF,Male senior with partner
8985-OOPOS,Female
8800-ZKRFW,Female with partner and dependents
2616-FLVQC,Male
9968-FFVVH,Male
3108-PCCGG,Male senior with partner
7993-PYKOF,Male with partner
8390-FESFV,Female
3022-BEXHZ,Male with partner and dependents
5027-XWQHA,Male
6248-TKCQV,Female with partner and dependents
6729-GDNGC,Female senior
6198-ZFIOJ,Female
5989-OMNJE,Female with partner and dependents
4566-QVRRW,Female with partner
1291-CUOCY,Male with partner
9795-SHUHB,Female with partner and dependents
3230-IUALN,Female with partner and dependents
0042-RLHYP,Female with partner and dependents
8519-IMDHU,Male senior with partner
4945-RVMTE,Female
0201-OAMXR,Female
1866-NXPSP,Female
3372-KWFBM,Male senior
7831-QGOXH,Female
6393-WRYZE,Female with partner
3941-XTSKM,Male with partner and dependents
1661-CZBAU,Male
6599-RCLCJ,Male with partner
9831-BPFRI,Female with partner and dependents
5158-RIVOP,Female with partner and dependents
9788-YTFGE,Male
9277-JOOMO,Female
1907-YLNYW,Male
1725-MIMXW,Male with dependents
8947-YRTDV,Male with partner and dependents
3161-ONRWK,Male with partner and dependents
0114-RSRRW,Female with partner
4565-NLZBV,Female with partner
0031-PVLZI,Female with partner and dependents
7206-GZCDC,Female senior
6682-VCIXC,Female with partner and dependents
4791-QRGMF,Male with partner
6475-VHUIZ,Female with partner
3910-MRQOY,Female with partner
0661-WCQNQ,Male with partner
7537-RBWEA,Female
4656-CAURT,Male
0121-SNYRK,Male
1768-ZAIFU,Female senior
4671-LXRDQ,Male
3733-LSYCE,Female with partner
6265-FRMTQ,Male
1934-SJVJK,Male
3838-OZURD,Male with partner
1371-DWPAZ,Female with partner and dependents
9269-CQOOL,Male with dependents
2017-CCBLH,Female
7690-KPNCU,Male with partner and dependents
0536-BGFMZ,Female with partner
2293-IJWPS,Female with partner
2845-HSJCY,Female with partner and dependents
5469-NUJUR,Male
1184-PJVDB,Male with partner
2625-TRCZQ,Female with partner
4102-HLENU,Female with partner
7266-GSSJX,Male with partner and dependents
7722-VJRQD,Male with partner and dependents
7073-QETQY,Male with partner and dependents
9415-DPEWS,Female
5624-RYAMH,Female
0196-JTUQI,Female
7130-YXBRO,Male with partner
9272-LSVYH,Male
7943-RQCHR,Female
3793-MMFUH,Female senior
3249-ZPQRG,Male
2568-BRGYX,Male
3084-DOWLE,Female with partner
1084-MNSMJ,Female with partner and dependents
7721-JXEAW,Male with partner
7249-WBIYX,Male with partner
4238-HFHSN,Male senior with partner
6250-CGGUN,Male
5478-JJVZK,Female
7596-IIWYC,Female
6567-HOOPW,Female senior
9793-WECQC,Male
4291-HPAXL,Male with dependents
8999-YPYBV,Male with partner and dependents
1839-FBNFR,Female with partner and dependents
3164-AALRN,Male
3071-MVJCD,Male with partner and dependents
1697-BCSHV,Female with partner and dependents
0562-KBDVM,Female
1131-SUEKT,Male with partner and dependents
3717-OEAUQ,Male
4538-WNTMJ,Female with partner and dependents
3334-CTHOL,Female
4704-ERYFC,Female with partner
9432-RUVSL,Female
8060-HIWJJ,Male
7684-XSZIY,Male with partner and dependents
9089-UOWJG,Female with partner and dependents
8621-MNIHH,Female senior with partner
8039-ACLPL,Female with partner and dependents
9885-AIBVB,Male with partner
1934-MKPXS,Male with partner and dependents
2592-YKDIF,Female
2272-JKMSI,Female with partner and dependents
0471-LVHGK,Male with partner
9518-RWHZL,Female
8714-CTZJW,Female
3569-EDBPQ,Female
3131-NWVFJ,Female with partner and dependents
7521-YXVZY,Male with dependents
5419-CONWX,Female senior
6240-EURKS,Female with dependents
2373-NTKOD,Male
1970-KKFWL,Female
6960-HVYXR,Female
9337-SRRNI,Male with dependents
0895-UADGO,Male with dependents
5678-VFNEQ,Female with partner
5977-CKHON,Female with partner and dependents
7024-OHCCK,Female senior
2692-BUCFV,Male senior
7861-UVUFT,Female with partner
1830-GGFNM,Male with partner and dependents
5302-BDJNT,Male
5223-UZAVK,Male
4859-ZSRDZ,Female with partner and dependents
5651-WYIPH,Female senior
9350-VLHMB,Male with partner and dependents
3498-LZGQZ,Male with partner and dependents
8785-CJSHH,Female with partner
5357-TZHPP,Male senior
3870-SPZSI,Female with partner and dependents
0680-DFNNY,Male with partner
7560-QRBXH,Female with dependents
7077-XJMET,Male with partner
8752-GHJFU,Male senior with partner
6896-SRVYQ,Male senior
7767-UXAGJ,Male
4652-ODEVH,Male with partner and dependents
6510-UPNKS,Female
6718-BDGHG,Female with partner
9046-DQMTP,Male
6439-LAJXL,Male with partner
1571-SAVHK,Male
9052-VKDUW,Female senior with partner
9546-CQJSU,Female
1666-JZPZT,Male
5777-KJIRB,Female
0506-LVNGN,Female senior
7677-SJJJK,Male with partner and dependents
2480-EJWYP,Female senior with partner
3253-HKOKL,Female with partner and dependents
7055-HNEOJ,Male with partner
5514-YQENT,Male with dependents
3211-AAPKX,Male
8445-DNBAE,Male with dependents
2951-QOQTK,Male with dependents
2958-NHPPS,Male
6806-YDEUL,Female senior
1735-XMJVH,Male with partner and dependents
6890-PFRQX,Male
0222-CNVPT,Male senior
5899-OUVKV,Male
8681-ICONS,Male with partner and dependents
1621-YNCJH,Female with partner
3473-XIIIT,Female with partner
6362-QHAFM,Male with partner
7893-IXHRQ,Male
3070-BDOQC,Female
2952-QAYZF,Male
6234-PFPXL,Male with partner
9824-QCJPK,Male with partner
4763-PGDPO,Female
4283-IVYCI,Male
1866-OBPNR,Male with partner and dependents
8205-MQUGY,Male with partner and dependents
8970-ANWXO,Female
9480-BQJEI,Male
5394-SVGJV,Male
6979-TNDEU,Female
9777-WJJPR,Male with partner
9283-LZQOH,Male with partner and dependents
7079-QRCBC,Female
9495-SKLKD,Male with partner and dependents
6048-UWKAL,Female senior with partner
5067-DGXLL,Male
5469-CTCWN,Male with partner and dependents
9851-QXEEQ,Male
6281-FKEWS,Female
8898-KASCD,Male
9242-TKFSV,Male with partner and dependents
9290-SHCMB,Female senior
0743-HNPFG,Female with partner and dependents
2277-BKJKN,Female senior with partner
9809-IMGCQ,Male senior
5208-HFSBT,Female
5035-PGZXH,Female
8695-WDYEA,Male
6543-JXSOO,Female with partner and dependents
8016-ZMGMO,Female senior with partner
8605-ITULD,Female
3254-YRILK,Male senior
6416-YJTTB,Male
2667-WYLWJ,Female with partner and dependents
4472-VESGY,Female with partner and dependents
3195-TQDZX,Male
3128-YOVTD,Female with partner and dependents
0529-ONKER,Male senior
1728-CXQBE,Male senior with partner
7041-TXQJH,Female
5014-GSOUQ,Male
5724-BIDBU,Male with partner
0481-SUMCB,Female senior
1769-GRUIK,Female
5240-IJOQT,Male senior
8819-WFGGJ,Male with partner
7427-AUFPY,Male
2811-POVEX,Female senior with partner and dependents
1092-GANHU,Male
7898-PDWQE,Male with partner
9972-EWRJS,Female with partner and dependents
9314-IJWSQ,Female with partner and dependents
0661-XEYAN,Female senior
5799-JRCZO,Female with dependents
1921-KYSAY,Female
6198-RTPMF,Female with partner
2924-KHUVI,Male with partner
1925-GMVBW,Female
7881-EVUAD,Female
6184-DYUOB,Female with partner
9207-ZPANB,Male
5766-XQXMQ,Female
9327-QSDED,Male
1656-DRSMG,Female
3012-VFFMN,Female with partner and dependents
2984-AFWNC,Female
0640-YJTPY,Male with partner and dependents
8096-LOIST,Female
9764-REAFF,Female with partner
3703-VAVCL,Male with partner and dependents
7107-UBYKY,Female with partner and dependents
4881-GQJTW,Male
8519-QJGJD,Female
7876-DNYAP,Female with partner and dependents
7905-NJMXS,Male senior with partner
2882-WDTBA,Male with partner and dependents
2091-GPPIQ,Female with partner and dependents
6326-MTTXK,Male
5071-FBJFS,Female with partner and dependents
2796-UUZZO,Male with partner and dependents
2429-AYKKO,Male
9798-OPFEM,Female
0330-IVZHA,Female with partner
3794-NFNCH,Male with partner
5193-QLVZB,Male
7114-AEOZE,Female
2886-KEFUM,Female with partner
5522-NYKPB,Male with partner and dependents
